Transaction ID,Customer ID,Customer Name,Order Date,Sales Person Name,Product ID,Category,Product Name,Dollar Sales,Returns,Quantity
157196,AB-10165,Alan Barnes,14/04/2022,Alex Ferguson,J-2003,Jeans,Chinos,120,0,3
140935,AB-10165,Alan Barnes,15/09/2022,John Blake,J-2003,Jeans,Chinos,200,0,5
140935,AB-10255,Alejandro Ballentine,16/06/2022,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
108637,AB-10255,Alejandro Ballentine,16/06/2022,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
108637,AC-10615,Ann Chong,02/09/2022,Saul Goodman,J-2003,Jeans,Chinos,40,0,1
129714,AC-10615,Ann Chong,02/09/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
129714,AC-10660,Anna Chung,22/09/2021,Samuel Washington,J-2001,Jeans,Black Denim,150,0,6
129714,AD-10180,Alan Dominguez,22/01/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
159688,AD-10180,Alan Dominguez,30/04/2022,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
134173,AD-10180,Alan Dominguez,01/12/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
118213,AF-10870,Art Ferguson,22/05/2021,Saul Goodman,J-2003,Jeans,Chinos,160,0,4
118213,AF-10870,Art Ferguson,18/11/2022,John Blake,J-2003,Jeans,Chinos,40,0,1
118213,AG-10270,Alejandro Grove,13/09/2021,Samuel Washington,J-2002,Jeans,Blue Denim,45,0,3
107174,AG-10270,Alejandro Grove,13/09/2021,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
107174,AG-10270,Alejandro Grove,13/09/2021,Samuel Washington,J-2001,Jeans,Black Denim,75,0,3
107174,AG-10330,Alex Grayson,10/12/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
122245,AG-10330,Alex Grayson,22/12/2022,Samuel Washington,J-2002,Jeans,Blue Denim,75,0,5
121643,AG-10330,Alex Grayson,22/12/2022,Samuel Washington,J-2003,Jeans,Chinos,200,0,5
126788,AG-10390,Allen Goldenen,20/11/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,45,0,3
140781,AG-10495,Andrew Gjertsen,13/10/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
153822,AG-10495,Andrew Gjertsen,13/10/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,60,0,4
153822,AG-10675,Anna Gayman,14/01/2021,John Blake,J-2001,Jeans,Black Denim,50,0,2
101042,AG-10675,Anna Gayman,09/06/2022,John Blake,J-2003,Jeans,Chinos,160,0,4
147970,AG-10675,Anna Gayman,29/07/2022,John Blake,J-2003,Jeans,Chinos,80,0,2
120761,AH-10075,Adam Hart,26/06/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
158876,AH-10075,Adam Hart,17/12/2021,Samuel Washington,J-2002,Jeans,Blue Denim,150,0,10
158876,AH-10075,Adam Hart,19/05/2022,John Blake,J-2001,Jeans,Black Denim,175,0,7
126634,AH-10075,Adam Hart,23/10/2022,Alex Ferguson,J-2003,Jeans,Chinos,320,6,8
144932,AH-10075,Adam Hart,23/10/2022,Saul Goodman,J-2003,Jeans,Chinos,40,0,1
145737,AH-10120,Adrian Hane,18/12/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
158708,AH-10120,Adrian Hane,08/04/2022,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
151155,AH-10120,Adrian Hane,08/04/2022,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
127705,AH-10120,Adrian Hane,02/07/2022,Samuel Washington,J-2001,Jeans,Black Denim,125,0,5
155873,AH-10195,Alan Haines,18/12/2021,John Blake,J-2002,Jeans,Blue Denim,30,0,2
155873,AH-10210,Alan Hwang,20/02/2021,John Blake,J-2001,Jeans,Black Denim,50,0,2
126662,AH-10585,Angele Hood,09/12/2022,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
155425,AH-10690,Anna HÑberlin,19/05/2021,Mike Davidson,J-2002,Jeans,Blue Denim,120,0,8
155425,AH-10690,Anna HÑberlin,06/08/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
155425,AI-10855,Arianne Irving,10/11/2021,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
155425,AI-10855,Arianne Irving,10/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
136007,AI-10855,Arianne Irving,10/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
157987,AI-10855,Arianne Irving,05/05/2022,Alex Ferguson,J-2001,Jeans,Black Denim,25,0,1
157987,AI-10855,Arianne Irving,09/09/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
157987,AJ-10780,Anthony Jacobs,16/10/2022,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
157987,AJ-10795,Anthony Johnson,17/07/2022,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
157987,AJ-10945,Ashley Jarboe,31/08/2022,Samuel Washington,J-2002,Jeans,Blue Denim,135,0,9
157987,AM-10360,Alice McCarthy,16/07/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
157987,AM-10360,Alice McCarthy,28/05/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
157987,AM-10360,Alice McCarthy,02/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
169411,AM-10360,Alice McCarthy,02/12/2022,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
134544,AM-10705,Anne McFarland,18/09/2021,John Blake,J-2003,Jeans,Chinos,80,0,2
161928,AP-10720,Anne Pryor,23/05/2021,John Blake,J-2002,Jeans,Blue Denim,15,0,1
158617,AP-10720,Anne Pryor,06/12/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
127432,AP-10915,Arthur Prichep,10/12/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
127432,AP-10915,Arthur Prichep,10/12/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
136784,AP-10915,Arthur Prichep,10/12/2021,Mike Davidson,J-2003,Jeans,Chinos,120,0,3
160416,AR-10405,Allen Rosenblatt,19/06/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
143245,AR-10540,Andy Reiter,16/01/2022,Samuel Washington,J-2003,Jeans,Chinos,280,42,7
143245,AR-10825,Anthony Rawles,20/07/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
139234,AS-10045,Aaron Smayling,01/08/2022,Samuel Washington,J-2001,Jeans,Black Denim,175,0,7
146934,AS-10135,Adrian Shami,19/11/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
146934,AS-10225,Alan Schoenberger,17/09/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
146934,AS-10225,Alan Schoenberger,08/12/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
146934,AS-10240,Alan Shonely,07/04/2021,Saul Goodman,J-2002,Jeans,Blue Denim,45,0,3
146934,AS-10240,Alan Shonely,25/06/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
167871,AS-10285,Alejandro Savely,21/05/2021,Samuel Washington,J-2001,Jeans,Black Denim,225,0,9
139969,AS-10285,Alejandro Savely,28/10/2021,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
105732,AT-10435,Alyssa Tate,09/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,25,0,1
105732,AT-10735,Annie Thurman,17/07/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
105732,AT-10735,Annie Thurman,19/05/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
105732,AW-10840,Anthony Witt,10/12/2022,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
105732,AW-10930,Arthur Wiediger,12/06/2021,Samuel Washington,J-2002,Jeans,Blue Denim,60,0,4
105732,AW-10930,Arthur Wiediger,12/06/2021,Samuel Washington,J-2002,Jeans,Blue Denim,45,0,3
139416,BB-10990,Barry Blumstein,01/04/2021,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
143749,BB-10990,Barry Blumstein,01/06/2022,Saul Goodman,J-2002,Jeans,Blue Denim,75,0,5
104150,BB-10990,Barry Blumstein,16/09/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
107748,BB-11545,Brenda Bowman,26/12/2021,Saul Goodman,J-2001,Jeans,Black Denim,25,0,1
107748,BB-11545,Brenda Bowman,15/09/2022,Samuel Washington,J-2001,Jeans,Black Denim,200,0,8
104927,BB-11545,Brenda Bowman,11/11/2022,John Blake,J-2003,Jeans,Chinos,200,0,5
104927,BC-11125,Becky Castell,16/09/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
142909,BD-11320,Bill Donatelli,16/06/2021,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
109820,BD-11320,Bill Donatelli,15/08/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
107244,BD-11320,Bill Donatelli,12/04/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
132976,BD-11560,Brendan Dodson,27/03/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
132976,BD-11560,Brendan Dodson,27/03/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
133368,BD-11560,Brendan Dodson,27/03/2022,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
133368,BD-11605,Brian Dahlen,12/04/2021,John Blake,J-2002,Jeans,Blue Denim,15,0,1
108987,BD-11770,Bryan Davis,10/09/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
108987,BE-11335,Bill Eplett,15/01/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
146822,BE-11335,Bill Eplett,17/07/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
101483,BE-11410,Bobby Elias,07/02/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
101483,BE-11410,Bobby Elias,23/09/2022,John Blake,J-2002,Jeans,Blue Denim,45,0,3
104094,BE-11455,Brad Eason,06/05/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
158435,BE-11455,Brad Eason,06/05/2021,Samuel Washington,J-2003,Jeans,Chinos,40,0,1
160108,BF-10975,Barbara Fisher,20/11/2021,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
160108,BF-10975,Barbara Fisher,20/11/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
110198,BF-11005,Barry Franz,21/11/2022,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
161557,BF-11020,Barry Franzîsisch,07/07/2021,Samuel Washington,J-2003,Jeans,Chinos,360,8,9
162747,BF-11020,Barry Franzîsisch,01/04/2022,John Blake,J-2003,Jeans,Chinos,120,0,3
144015,BF-11020,Barry Franzîsisch,08/09/2022,Samuel Washington,J-2001,Jeans,Black Denim,100,0,4
147109,BF-11020,Barry Franzîsisch,18/09/2022,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
147109,BF-11080,Bart Folk,12/09/2022,Alex Ferguson,J-2001,Jeans,Black Denim,125,0,5
118857,BF-11080,Bart Folk,12/09/2022,Saul Goodman,J-2002,Jeans,Blue Denim,105,0,7
145702,BF-11080,Bart Folk,12/09/2022,Alex Ferguson,J-2003,Jeans,Chinos,200,0,5
145702,BF-11080,Bart Folk,05/12/2022,Alex Ferguson,J-2001,Jeans,Black Denim,150,0,6
125451,BF-11215,Benjamin Farhat,13/03/2022,Mike Davidson,J-2003,Jeans,Chinos,280,40,7
125451,BF-11215,Benjamin Farhat,13/03/2022,Mike Davidson,J-2002,Jeans,Blue Denim,90,0,6
125451,BF-11275,Beth Fritzler,10/07/2022,John Blake,J-2001,Jeans,Black Denim,75,0,3
125451,BG-11035,Barry Gonzalez,17/11/2021,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
125451,BH-11710,Brosina Hoffman,03/03/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
125451,BH-11710,Brosina Hoffman,14/01/2022,John Blake,J-2001,Jeans,Black Denim,175,0,7
135594,BH-11710,Brosina Hoffman,07/12/2022,John Blake,J-2003,Jeans,Chinos,160,0,4
145261,BM-11140,Becky Martin,04/12/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,60,0,4
145261,BM-11140,Becky Martin,26/02/2022,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
145261,BM-11650,Brian Moss,24/03/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
145261,BM-11650,Brian Moss,13/05/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
150987,BN-11515,Bradley Nguyen,19/05/2021,Saul Goodman,J-2002,Jeans,Blue Denim,75,0,5
150987,BP-11095,Bart Pistole,27/10/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
107958,BP-11155,Becky Pak,28/06/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
151211,BP-11155,Becky Pak,28/06/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
112697,BP-11155,Becky Pak,28/06/2021,Saul Goodman,J-2001,Jeans,Black Denim,100,0,4
166485,BP-11155,Becky Pak,02/10/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
166919,BP-11185,Ben Peterman,27/08/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
126165,BP-11230,Benjamin Patterson,24/09/2021,Samuel Washington,J-2003,Jeans,Chinos,40,0,1
115546,BP-11290,Beth Paige,31/05/2021,Samuel Washington,J-2003,Jeans,Chinos,160,0,4
152492,BP-11290,Beth Paige,31/05/2021,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
109715,BP-11290,Beth Paige,18/12/2022,Alex Ferguson,J-2003,Jeans,Chinos,200,0,5
138282,BP-11290,Beth Paige,18/12/2022,Saul Goodman,J-2001,Jeans,Black Denim,50,0,2
113831,BS-11755,Bruce Stewart,30/11/2021,Samuel Washington,J-2001,Jeans,Black Denim,100,0,4
113831,BS-11755,Bruce Stewart,30/11/2021,Samuel Washington,J-2003,Jeans,Chinos,80,0,2
144148,BS-11755,Bruce Stewart,10/04/2022,Saul Goodman,J-2002,Jeans,Blue Denim,60,0,4
158869,BS-11755,Bruce Stewart,23/09/2022,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
145709,BS-11800,Bryan Spruell,09/04/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
145709,BS-11800,Bryan Spruell,09/04/2022,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
148740,BT-11440,Bobby Trafton,18/06/2021,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
158694,BT-11530,Bradley Talbott,26/02/2022,Mike Davidson,J-2003,Jeans,Chinos,160,0,4
158694,BT-11530,Bradley Talbott,26/02/2022,Mike Davidson,J-2002,Jeans,Blue Denim,60,0,4
158694,BT-11530,Bradley Talbott,26/02/2022,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
158694,BT-11680,Brian Thompson,10/04/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
107552,BT-11680,Brian Thompson,21/04/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,120,0,8
155929,BV-11245,Benjamin Venier,24/12/2021,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
160759,BW-11110,Bart Watters,13/10/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
116855,BW-11110,Bart Watters,10/12/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,135,0,9
133361,CA-12055,Cathy Armstrong,08/08/2021,Mike Davidson,J-2003,Jeans,Chinos,240,0,6
133361,CA-12265,Christina Anderson,12/10/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
111577,CB-12025,Cassandra Brandow,27/11/2021,Alex Ferguson,J-2001,Jeans,Black Denim,100,0,4
134474,CB-12025,Cassandra Brandow,27/11/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
134474,CB-12025,Cassandra Brandow,07/09/2022,Alex Ferguson,J-2003,Jeans,Chinos,120,0,3
138079,CB-12025,Cassandra Brandow,11/09/2022,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
123946,CB-12025,Cassandra Brandow,11/09/2022,John Blake,J-2003,Jeans,Chinos,200,0,5
123946,CB-12415,Christy Brittain,03/05/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
142342,CB-12415,Christy Brittain,12/06/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
142342,CB-12415,Christy Brittain,12/06/2021,Saul Goodman,J-2001,Jeans,Black Denim,75,0,3
115378,CB-12415,Christy Brittain,16/11/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
133004,CB-12535,Claudia Bergmann,05/03/2022,John Blake,J-2001,Jeans,Black Denim,50,0,2
157000,CC-12145,Charles Crestani,08/08/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
161340,CC-12145,Charles Crestani,26/08/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
161340,CC-12220,Chris Cortes,28/03/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
109701,CC-12220,Chris Cortes,04/05/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
109701,CC-12220,Chris Cortes,16/11/2022,Mike Davidson,J-2003,Jeans,Chinos,240,0,6
145905,CC-12220,Chris Cortes,10/12/2022,Saul Goodman,J-2001,Jeans,Black Denim,175,0,7
145905,CC-12370,Christopher Conant,23/05/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
157903,CC-12370,Christopher Conant,07/07/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
124821,CC-12370,Christopher Conant,17/11/2022,Alex Ferguson,J-2003,Jeans,Chinos,240,0,6
104731,CC-12430,Chuck Clark,10/11/2021,Mike Davidson,J-2001,Jeans,Black Denim,125,0,5
104731,CC-12430,Chuck Clark,13/11/2021,Alex Ferguson,J-2003,Jeans,Chinos,280,36,7
104731,CC-12430,Chuck Clark,06/11/2022,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
148096,CC-12430,Chuck Clark,30/12/2022,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
154403,CC-12475,Cindy Chapman,07/10/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
114174,CC-12475,Cindy Chapman,11/09/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
120250,CC-12475,Cindy Chapman,11/09/2022,Samuel Washington,J-2002,Jeans,Blue Denim,30,0,2
136322,CC-12475,Cindy Chapman,30/09/2022,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
103674,CC-12475,Cindy Chapman,21/11/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
103674,CC-12550,Clay Cheatham,01/12/2022,Mike Davidson,J-2001,Jeans,Black Denim,175,0,7
103674,CC-12550,Clay Cheatham,03/12/2022,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
143021,CC-12610,Corey Catlett,26/11/2022,Saul Goodman,J-2002,Jeans,Blue Denim,45,0,3
168893,CC-12610,Corey Catlett,26/11/2022,Saul Goodman,J-2001,Jeans,Black Denim,175,0,7
168893,CC-12670,Craig Carreira,18/06/2022,Mike Davidson,J-2001,Jeans,Black Denim,150,0,6
128412,CD-11920,Carlos Daly,29/12/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
128412,CD-11920,Carlos Daly,26/05/2022,Mike Davidson,J-2001,Jeans,Black Denim,50,0,2
128412,CD-11920,Carlos Daly,20/11/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,105,0,7
128412,CD-11980,Carol Darley,24/11/2021,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
132059,CD-11980,Carol Darley,18/03/2022,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
132059,CD-11980,Carol Darley,06/11/2022,Alex Ferguson,J-2003,Jeans,Chinos,360,23,9
126396,CD-12280,Christina DeMoss,05/11/2022,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
140844,CD-12280,Christina DeMoss,05/11/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,30,0,2
140844,CD-12790,Cynthia Delaney,15/10/2021,Samuel Washington,J-2003,Jeans,Chinos,120,0,3
134481,CD-12790,Cynthia Delaney,15/10/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
147536,CD-12790,Cynthia Delaney,26/11/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
138289,CG-12040,Catherine Glotzbach,20/06/2021,Alex Ferguson,J-2002,Jeans,Blue Denim,120,0,8
138289,CG-12040,Catherine Glotzbach,20/06/2021,Alex Ferguson,J-2001,Jeans,Black Denim,75,0,3
157588,CG-12040,Catherine Glotzbach,20/06/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
132304,CJ-12010,Caroline Jumper,03/12/2021,Saul Goodman,J-2003,Jeans,Chinos,160,0,4
148110,CK-12205,Chloris Kastensmidt,05/06/2021,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
160745,CK-12205,Chloris Kastensmidt,23/07/2021,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
160745,CK-12205,Chloris Kastensmidt,12/05/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,75,0,5
160745,CK-12205,Chloris Kastensmidt,21/11/2022,Mike Davidson,J-2001,Jeans,Black Denim,200,0,8
108343,CK-12325,Christine Kargatis,08/04/2021,John Blake,J-2003,Jeans,Chinos,160,0,4
108343,CK-12595,Clytie Kelty,06/06/2021,John Blake,J-2001,Jeans,Black Denim,75,0,3
108343,CK-12595,Clytie Kelty,06/06/2021,John Blake,J-2001,Jeans,Black Denim,50,0,2
118724,CK-12595,Clytie Kelty,23/02/2022,Mike Davidson,J-2003,Jeans,Chinos,240,0,6
148747,CK-12595,Clytie Kelty,17/11/2022,John Blake,J-2003,Jeans,Chinos,280,19,7
113481,CL-11890,Carl Ludwig,10/06/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,90,0,6
162691,CL-12565,Clay Ludtke,08/05/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
162691,CL-12565,Clay Ludtke,08/05/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
101749,CL-12565,Clay Ludtke,28/05/2021,Mike Davidson,J-2002,Jeans,Blue Denim,30,0,2
119865,CL-12565,Clay Ludtke,28/05/2021,Mike Davidson,J-2002,Jeans,Blue Denim,120,0,8
136448,CL-12700,Craig Leslie,24/04/2021,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
136448,CM-11815,Candace McMahon,28/05/2022,Mike Davidson,J-2002,Jeans,Blue Denim,45,0,3
136448,CM-11935,Carlos Meador,22/01/2021,John Blake,J-2002,Jeans,Blue Denim,60,0,4
149461,CM-12115,Chad McGuire,31/03/2022,Alex Ferguson,J-2003,Jeans,Chinos,320,42,8
162929,CM-12235,Chris McAfee,01/05/2021,John Blake,J-2002,Jeans,Blue Denim,30,0,2
143154,CM-12235,Chris McAfee,01/05/2021,John Blake,J-2001,Jeans,Black Denim,75,0,3
112515,CM-12235,Chris McAfee,10/12/2021,Alex Ferguson,J-2001,Jeans,Black Denim,50,0,2
112515,CM-12445,Chuck Magee,26/09/2021,Mike Davidson,J-2003,Jeans,Chinos,200,0,5
117926,CM-12445,Chuck Magee,20/10/2021,Samuel Washington,J-2001,Jeans,Black Denim,175,0,7
114405,CP-12085,Cathy Prescott,30/03/2021,Alex Ferguson,J-2003,Jeans,Chinos,40,0,1
118913,CP-12085,Cathy Prescott,13/01/2022,Samuel Washington,J-2003,Jeans,Chinos,200,0,5
101049,CP-12340,Christine Phan,21/05/2021,Alex Ferguson,J-2003,Jeans,Chinos,80,0,2
114209,CR-12580,Clay Rozendal,18/04/2021,Samuel Washington,J-2001,Jeans,Black Denim,50,0,2
134775,CR-12730,Craig Reiter,12/06/2021,Samuel Washington,J-2003,Jeans,Chinos,200,0,5
163755,CR-12730,Craig Reiter,22/08/2021,Saul Goodman,J-2002,Jeans,Blue Denim,30,0,2
106677,CR-12730,Craig Reiter,13/10/2022,Saul Goodman,J-2001,Jeans,Black Denim,125,0,5
164196,CR-12820,Cyra Reiten,06/10/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,45,0,3
149706,CS-11845,Cari Sayre,30/09/2022,Mike Davidson,J-2003,Jeans,Chinos,80,0,2
155404,CS-11845,Cari Sayre,30/09/2022,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
100314,CS-11845,Cari Sayre,30/09/2022,Mike Davidson,J-2002,Jeans,Blue Denim,15,0,1
100468,CS-11860,Cari Schnelling,02/06/2022,John Blake,J-2003,Jeans,Chinos,160,0,4
100468,CS-11860,Cari Schnelling,12/07/2022,Alex Ferguson,J-2002,Jeans,Blue Denim,15,0,1
102407,CS-11860,Cari Schnelling,21/07/2022,Saul Goodman,J-2002,Jeans,Blue Denim,60,0,4
102407,CS-12130,Chad Sievert,28/08/2021,Mike Davidson,J-2001,Jeans,Black Denim,75,0,3
108210,CS-12175,Charles Sheldon,26/09/2021,Samuel Washington,J-2002,Jeans,Blue Denim,15,0,1
108210,CS-12175,Charles Sheldon,12/05/2022,Mike Davidson,J-2001,Jeans,Black Denim,25,0,1
116603,CS-12250,Chris Selesnick,23/01/2022,Mike Davidson,J-2001,Jeans,Black Denim,100,0,4
153787,CS-12250,Chris Selesnick,23/01/2022,Mike Davidson,J-2003,Jeans,Chinos,40,0,1
